PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2011 MAN;2011 VROUW;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;master;42;81;44;83;58;100;54;133;68;141
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;deeltijd onderwijs;bachelor;2;0;2;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;deeltijd onderwijs;propedeuse bachelor;1;0;0;0;0;0;1;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;bachelor;27;6;20;7;25;12;25;14;30;15
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;propedeuse bachelor;22;6;33;12;36;13;48;23;33;8
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50206;B Natuurkunde;deeltijd onderwijs;propedeuse bachelor;1;0;0;0;0;1;2;0;3;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;bachelor;55;12;60;8;70;3;73;5;72;12
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;propedeuse bachelor;50;6;70;5;65;9;53;8;92;10
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50207;B Bio-Farmaceutische Wetenschappen;deeltijd onderwijs;propedeuse bachelor;1;0;1;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50207;B Bio-Farmaceutische Wetenschappen;voltijd onderwijs;bachelor;57;68;72;57;88;88;105;143;122;168
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50207;B Bio-Farmaceutische Wetenschappen;voltijd onderwijs;propedeuse bachelor;79;69;95;97;93;145;128;155;147;215
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;bachelor;32;26;28;21;35;21;25;37;30;46
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;propedeuse bachelor;73;34;56;35;50;46;58;38;75;54
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;77;78;81;79;87;68;91;75;121;86
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;propedeuse bachelor;80;53;88;56;105;68;111;80;92;83
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;deeltijd onderwijs;bachelor;1;1;2;2;0;1;1;1;0;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;deeltijd onderwijs;propedeuse bachelor;0;1;0;0;0;0;1;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;58;6;68;5;80;12;108;13;138;16
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;propedeuse bachelor;58;3;72;10;107;11;106;12;123;13
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;deeltijd onderwijs;bachelor;0;0;1;0;1;0;1;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;deeltijd onderwijs;propedeuse bachelor;0;0;0;1;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;bachelor;50;9;59;21;53;20;48;15;43;14
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;propedeuse bachelor;51;21;42;11;54;19;32;12;67;25
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);59308;B Molecular Science and Technology;voltijd onderwijs;bachelor;30;17;39;14;41;15;39;19;53;15
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);59308;B Molecular Science and Technology;voltijd onderwijs;propedeuse bachelor;61;15;55;20;50;22;64;14;110;28
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60200;M Astronomy;voltijd onderwijs;master;18;14;23;12;32;8;39;8;41;12
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;master;45;7;39;9;51;12;65;13;64;14
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60205;M ICT in Business;voltijd onderwijs;master;47;16;90;27;99;27;109;25;109;27
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60206;M Mediatechnology;voltijd onderwijs;master;42;11;52;19;52;28;51;33;45;28
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60207;M Bio-Pharmaceutical Sciences;voltijd onderwijs;master;60;51;53;60;46;69;56;71;76;94
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;master;53;4;54;5;71;6;83;6;85;9
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60618;M Nanoscience;voltijd onderwijs;master;2;0;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66286;M Life Science and Technology;voltijd onderwijs;master;26;22;35;28;39;29;45;24;52;31
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;master;56;17;60;20;68;24;66;21;59;33
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;master;59;75;83;83;102;88;115;106;112;111
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;master;52;21;51;30;73;32;90;42;105;53
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;60317;M Chemistry and Education;voltijd onderwijs;master;1;0;1;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;60318;M Mathematics and Education;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;2;2;0;3;3;4;2;3;2;3
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;13;3;11;7;14;3;13;8;15;6
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;0;2;0;2;3;4;4;5;4;2
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;master;3;8;5;15;10;6;5;15;4;12
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;1;0;1;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;2;1;1;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;1;7;0;1;0;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;master;1;0;1;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;master;3;3;3;1;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;13;6;2;4;3;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;1;1;1;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;deeltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;5;2;2;1;1;1;0;2;1;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;12;12;12;15;12;9;7;15;7;11
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;2;1;2;1;2;1;1;0;1;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;4;0;5;2;5;2;6;1;8;2
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;2;3;1;2;1;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;0;5;0;1;0;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;3;2;4;4;5;1;3;2;5;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;5;2;9;2;6;8;6;7;5;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;deeltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;3;1;2;2;4;2;6;0;7;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;7;3;9;2;7;1;6;3;5;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;0;3;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;3;2;0;1;1;0;4;0;2;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;3;2;5;2;4;5;4;3;4;2
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;0;2;0;1;0;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;4;8;0;2;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68529;M Educatieve master Geesteswetenschappen;deeltijd onderwijs;master;3;7;7;15;11;28;18;31;16;20
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68529;M Educatieve master Geesteswetenschappen;voltijd onderwijs;master;34;62;50;88;45;105;51;92;71;96
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;56;71;40;64;47;54;48;50;30;37
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;propedeuse bachelor;23;48;19;46;19;33;19;22;16;16
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;522;781;543;827;537;856;519;845;482;808
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;propedeuse bachelor;434;589;461;642;414;626;387;542;418;541
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;bachelor;22;10;25;9;19;6;19;6;14;5
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;propedeuse bachelor;17;3;7;1;6;2;2;0;2;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;111;55;120;66;141;86;144;99;145;94
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;propedeuse bachelor;60;32;81;45;72;45;79;38;72;42
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;2;5;1;3;4;4;4;4;5;3
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;propedeuse bachelor;2;2;2;1;0;2;0;3;0;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;37;79;29;81;23;74;23;61;11;54
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;propedeuse bachelor;13;42;13;27;15;30;15;24;15;39
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;master;47;56;37;49;39;51;33;62;39;57
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;master;309;467;334;488;392;589;430;694;508;818
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66474;M Jeugdrecht;voltijd onderwijs;master;0;0;1;32;3;45;4;58;4;76
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;9;4;10;3;13;5;13;4;9;5
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;45;44;80;43;97;40;80;44;98;60
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;1;2;2;2;3;1;3;0;1;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;24;46;25;56;24;47;21;43;21;55
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;50429;B Liberal Arts and Sciences: Global Challenges;voltijd onderwijs;bachelor;40;52;56;86;100;159;3;3;5;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;50429;B Liberal Arts and Sciences: Global Challenges;voltijd onderwijs;propedeuse bachelor;45;52;227;298;404;556;212;309;214;369
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;59316;B International Studies;voltijd onderwijs;bachelor;0;0;0;0;0;0;432;695;521;863
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50200;B Talen en Culturen van Mesopotamie en Anatolie;voltijd onderwijs;bachelor;4;1;1;1;1;1;1;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50201;B Hebreeuwse en Joodse Studies;voltijd onderwijs;bachelor;1;3;0;3;2;4;2;4;2;2
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50201;B Hebreeuwse en Joodse Studies;voltijd onderwijs;propedeuse bachelor;1;1;3;2;0;2;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50202;B Wereldgodsdiensten;deeltijd onderwijs;bachelor;3;2;4;3;3;3;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50202;B Wereldgodsdiensten;deeltijd onderwijs;propedeuse bachelor;2;2;1;2;1;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50202;B Wereldgodsdiensten;voltijd onderwijs;bachelor;4;29;4;22;7;22;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50202;B Wereldgodsdiensten;voltijd onderwijs;propedeuse bachelor;3;13;6;9;3;8;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50203;B Ruslandkunde;voltijd onderwijs;bachelor;8;6;9;5;6;2;3;1;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50203;B Ruslandkunde;voltijd onderwijs;propedeuse bachelor;1;3;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50204;B Vergelijkende Indo-Europese Taalwetenschap;voltijd onderwijs;bachelor;6;7;4;4;2;2;0;1;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50414;B Film- en Literatuurwetenschap;voltijd onderwijs;bachelor;8;33;12;35;15;37;20;40;27;56
